ID_CLIENT,MOIS_RDV,AGE,CSP,SEGMENT_MARCHE,SEGMENT_COMPORTEMENTAL,SEXE,ANCIENNETE_ANNEES,REGION,ENCOURS_DAV_M6,ENCOURS_DAV_M3,ENCOURS_DAV_M1,ENCOURS_DAV_M,ENCOURS_DAV_P1,ENCOURS_DAV_P3,ENCOURS_DAV_P6,ENCOURS_EPARGNE_M6,ENCOURS_EPARGNE_M3,ENCOURS_EPARGNE_M1,ENCOURS_EPARGNE_M,ENCOURS_EPARGNE_P1,ENCOURS_EPARGNE_P3,ENCOURS_EPARGNE_P6,ENCOURS_CREDIT_M6,ENCOURS_CREDIT_M3,ENCOURS_CREDIT_M1,ENCOURS_CREDIT_M,ENCOURS_CREDIT_P1,ENCOURS_CREDIT_P3,ENCOURS_CREDIT_P6,FLUX_ENTRANTS_M6,FLUX_ENTRANTS_M3,FLUX_ENTRANTS_M1,FLUX_ENTRANTS_M,FLUX_ENTRANTS_P1,FLUX_ENTRANTS_P3,FLUX_ENTRANTS_P6,NB_PRODUITS_M6,NB_PRODUITS_M3,NB_PRODUITS_M1,NB_PRODUITS_M,NB_PRODUITS_P1,NB_PRODUITS_P3,NB_PRODUITS_P6,NB_CONNEXIONS_DIGITALES_M6,NB_CONNEXIONS_DIGITALES_M3,NB_CONNEXIONS_DIGITALES_M1,NB_CONNEXIONS_DIGITALES_M,NB_CONNEXIONS_DIGITALES_P1,NB_CONNEXIONS_DIGITALES_P3,NB_CONNEXIONS_DIGITALES_P6
B003721,2025-08,43,Retraité,Grand Public,Digital,M,26.2,Sud-Ouest,2302.55,2456.85,2552.46,2818.92,2650.62,2703.37,,33058.49,25747.16,34703.94,33953.09,32810.26,34222.01,,3397.88,3422.7,3931.7,3701.16,2929.32,3468.58,,1828.67,1787.44,1956.22,1885.45,1929.72,1971.79,,3.0,3.0,3.0,3.0,3.0,4.0,,29.0,29.0,31.0,33.0,35.0,39.0,
B003722,2025-06,41,Employé,Intermédiaire,Agence,F,6.2,Nord-Ouest,2091.18,2223.47,2161.09,2315.33,2240.73,2231.59,2121.59,28347.13,29505.93,30546.69,30006.89,30191.86,32493.56,34622.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2908.65,2772.94,2808.93,2677.0,2721.65,2848.37,2779.12,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
B003723,2025-11,57,Ouvrier,Grand Public,Digital,M,16.9,Île-de-France,1096.52,1054.05,1135.15,999.72,994.34,,,4343.11,4477.27,4646.33,5053.74,4924.66,,,6896.63,7288.8,7314.94,7890.07,7806.49,,,2984.46,3053.48,3338.08,3354.16,,,,3.0,3.0,3.0,3.0,3.0,,,15.0,16.0,16.0,18.0,19.0,,
B003724,2025-05,23,Profession intermédiaire,Intermédiaire,Mixte,F,17.1,Centre,1567.68,1621.77,1485.22,1383.85,1498.13,1499.06,1391.99,10598.85,9202.93,10524.86,10480.37,10198.9,10521.58,9969.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3103.61,3455.13,3240.59,3368.08,3187.74,3513.22,3302.97,6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,12.0,12.0,12.0,15.0,14.0,14.0
B003725,2025-10,40,Employé,Grand Public,Agence,F,13.5,Centre,2298.51,2060.51,2035.6,2307.4,2264.06,,,13807.04,12952.57,14130.32,13632.88,12798.01,,,0.0,0.0,0.0,0.0,0.0,,,3304.03,3476.19,3235.97,3671.68,3177.71,,,5.0,5.0,5.0,5.0,5.0,,,6.0,6.0,6.0,6.0,6.0,,
B003726,2025-10,39,Cadre,Patrimonial,Digital,M,13.9,Sud-Ouest,14794.85,13969.09,15135.06,14845.31,15255.98,,,34707.88,34208.13,35302.57,32714.81,37896.73,,,0.0,0.0,0.0,0.0,0.0,,,2042.94,2325.99,2407.88,2214.47,2438.92,,,2.0,2.0,2.0,2.0,2.0,,,26.0,30.0,28.0,29.0,32.0,,
B003727,2025-12,57,Profession intermédiaire,Intermédiaire,Digital,F,9.4,Centre,2988.23,2475.61,2872.85,3128.7,,,,104651.64,98969.02,102421.06,98041.44,,,,0.0,0.0,0.0,0.0,,,,4936.38,5395.62,6075.75,5614.7,,,,3.0,3.0,3.0,3.0,,,,20.0,19.0,20.0,22.0,,,
B003728,2025-03,44,Cadre,Grand Public,Agence,F,3.5,Centre,470.77,542.42,550.81,565.31,552.88,521.12,551.68,5939.78,6133.24,5909.28,5735.17,6748.17,6532.82,7137.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.6,2715.71,2674.09,2632.93,2707.23,2745.01,2676.48,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
B003729,2025-09,67,Cadre,Intermédiaire,Mixte,M,14.9,Centre,46163.05,49250.56,47882.72,46404.98,47567.51,46992.95,,56722.55,60997.6,56351.44,57066.4,55812.29,59680.12,,18820.47,19660.91,18276.98,19964.5,19489.45,20969.09,,544.39,566.57,498.1,519.84,511.68,497.88,,4.0,5.0,4.0,4.0,4.0,4.0,,8.0,8.0,8.0,8.0,9.0,9.0,
B003730,2025-10,53,Cadre,Grand Public,Agence,M,19.2,Sud-Est,5521.59,5794.28,5234.44,5563.15,5159.22,,,2202.1,2149.79,2186.44,2036.22,2188.53,,,0.0,0.0,0.0,0.0,0.0,,,2203.94,1979.62,2026.19,2076.91,1972.54,,,3.0,3.0,3.0,3.0,3.0,,,5.0,5.0,5.0,5.0,6.0,,
B003731,2025-11,40,Employé,Patrimonial,Mixte,F,7.1,Île-de-France,17111.5,16910.88,16790.27,16397.07,17730.65,,,9082.86,8593.1,9602.68,9002.8,8295.65,,,172.84,181.9,177.29,173.78,170.37,,,2311.35,2251.01,2200.83,2107.29,2191.47,,,3.0,3.0,3.0,3.0,3.0,,,13.0,12.0,13.0,14.0,15.0,,
B003732,2025-11,48,Employé,Intermédiaire,Digital,F,8.4,Sud-Est,13444.87,13313.27,13207.72,14137.42,14068.33,,,79461.05,78883.75,80618.58,77938.99,77809.76,,,687.85,624.8,660.43,724.4,656.36,,,1874.29,1986.91,1897.58,1916.4,1849.27,,,6.0,6.0,6.0,6.0,7.0,,,24.0,22.0,23.0,21.0,24.0,,
B003733,2025-07,41,Profession intermédiaire,Grand Public,Agence,F,7.8,Centre,2195.21,2223.85,2338.05,2388.21,2486.78,2475.16,,4515.11,5028.63,4790.15,4467.08,5589.62,4801.37,,1615.02,1492.75,1582.78,1498.23,1513.16,1663.99,,2699.87,2575.88,2495.12,2574.89,2778.85,2811.74,,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,
B003734,2025-07,55,Retraité,Intermédiaire,Mixte,F,15.5,Nord-Ouest,4100.65,4391.11,4201.84,4473.13,4174.09,3937.39,,4953.63,4845.75,5273.04,4729.05,4720.38,5187.71,,58313.15,61642.95,56689.56,58450.78,63022.09,61668.88,,2537.51,2749.33,2562.29,2668.93,2711.05,2625.37,,7.0,6.0,6.0,6.0,7.0,6.0,,8.0,8.0,8.0,8.0,9.0,9.0,
B003735,2025-02,29,Employé,Grand Public,Agence,M,14.3,Île-de-France,4686.3,4716.7,4555.86,4802.23,4944.48,4990.26,5045.35,6407.99,6347.27,5511.68,5825.43,6848.1,6009.45,6686.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.89,1372.04,1401.38,1320.52,1400.78,1344.36,1380.4,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0
B003736,2025-12,35,Retraité,Patrimonial,Mixte,F,7.4,Nord-Est,20603.44,19384.46,21575.77,21041.87,,,,98367.67,101887.09,95432.82,98347.18,,,,0.0,0.0,0.0,0.0,,,,5402.85,5317.11,5476.1,5695.07,,,,3.0,3.0,3.0,3.0,,,,18.0,16.0,18.0,17.0,,,
B003737,2025-03,50,Employé,Patrimonial,Mixte,M,12.1,Sud-Est,15435.86,15870.43,14815.78,14655.81,13750.93,13851.61,15400.1,14192.22,15623.94,15190.0,14863.79,15718.93,14832.41,16627.69,2302.52,2301.51,2436.8,2252.53,2452.83,2477.06,2273.42,1515.27,1454.96,1412.74,1435.26,1389.74,1501.68,1619.87,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,12.0,12.0,13.0,14.0,14.0,14.0
B003738,2025-09,60,Cadre,Intermédiaire,Digital,F,12.3,Sud-Est,8671.0,8709.08,8386.06,9688.02,9294.7,9201.76,,15068.6,15187.55,15330.21,16399.59,16050.52,17005.14,,0.0,0.0,0.0,0.0,0.0,0.0,,1076.45,1072.64,1180.18,1135.94,1100.97,1154.65,,4.0,4.0,4.0,4.0,4.0,4.0,,24.0,24.0,23.0,23.0,28.0,30.0,
B003739,2025-10,19,Retraité,Grand Public,Digital,F,15.0,Sud-Ouest,729.89,701.41,659.59,702.01,635.85,,,890.02,813.78,891.3,779.83,937.59,,,2072.21,2029.69,2018.97,2040.77,2085.25,,,1164.33,1210.83,1128.29,1091.31,1227.17,,,3.0,3.0,3.0,3.0,3.0,,,24.0,24.0,23.0,24.0,28.0,,
B003740,2025-05,61,Retraité,Intermédiaire,Agence,F,10.0,Centre,4014.89,3315.26,3704.5,4071.28,4011.12,4278.74,3951.24,9604.8,10018.55,10416.99,10821.39,10180.41,10924.66,10631.98,1998.52,1985.93,1981.96,2147.85,2062.7,1821.54,2214.29,2700.38,2950.75,2833.64,2655.47,3241.58,2725.59,2838.83,6.0,6.0,6.0,6.0,6.0,6.0,7.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
B003741,2025-03,43,Employé,Grand Public,Agence,M,22.0,Île-de-France,6931.37,7247.25,8134.48,7420.95,7392.24,7647.87,8250.9,19396.68,19234.61,20608.24,18907.96,18830.36,21949.58,22666.78,1574.71,1613.3,1552.05,1707.2,1647.12,1532.74,1672.34,2165.85,2333.67,2342.35,2399.29,2363.81,2569.88,2810.11,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
B003742,2025-02,22,Employé,Grand Public,Mixte,F,15.2,Centre,3073.5,3002.15,3053.18,3250.93,3202.78,3050.11,2914.91,3055.11,2848.44,2492.67,2755.88,2981.56,2879.15,3011.18,8360.02,8786.68,9622.06,9193.29,8557.19,9182.04,8841.96,1209.61,1240.89,1268.28,1215.48,1423.1,1249.58,1388.2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,11.0,11.0,12.0,13.0,14.0,14.0
B003743,2025-11,18,Employé,Patrimonial,Agence,F,21.8,Centre,2291.62,2553.6,2401.34,2723.21,2461.63,,,6522.96,6382.73,6400.86,5717.58,6017.43,,,0.0,0.0,0.0,0.0,0.0,,,1654.94,1705.8,1867.86,1766.51,1678.38,,,3.0,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,
B003744,2025-06,27,Employé,Grand Public,Digital,F,14.9,Centre,1214.21,1255.49,1376.78,1453.89,1235.62,1270.85,1228.65,2774.01,2795.87,2768.11,2923.81,2756.82,3059.82,3361.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.76,1962.22,2040.76,1953.52,1885.8,1990.1,2005.92,3.0,3.0,3.0,3.0,3.0,3.0,,31.0,30.0,32.0,35.0,38.0,34.0,38.0
B003745,2025-02,45,Ouvrier,Grand Public,Agence,M,15.7,Nord-Ouest,6427.02,5613.84,7678.82,7075.1,6758.68,6294.68,6812.64,4077.82,4038.87,4146.51,4387.11,4262.52,4572.94,4147.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.49,1184.15,1107.39,1129.13,1264.67,1135.98,1267.66,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,5.0
B003746,2025-09,44,Employé,Grand Public,Mixte,M,4.8,Sud-Ouest,3277.36,3147.15,3054.83,3010.1,3085.33,3207.62,,16478.73,15330.51,16800.87,16033.69,15479.89,15958.1,,0.0,0.0,0.0,0.0,0.0,0.0,,2964.26,3043.32,3037.18,3107.17,3000.91,2867.15,,5.0,5.0,5.0,5.0,5.0,5.0,,8.0,8.0,8.0,8.0,9.0,9.0,
B003747,2025-03,53,Cadre,Patrimonial,Mixte,F,14.3,Nord-Ouest,11983.97,11440.37,11149.56,11125.97,11617.31,11613.07,11203.97,48088.95,47701.52,43273.61,50192.69,47535.25,51966.76,51788.89,2181.66,2062.84,2039.06,2005.1,2149.52,1983.0,2211.64,6023.07,5828.4,6426.32,6379.06,6318.74,5849.32,6669.09,7.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0
B003748,2025-11,38,Cadre,Patrimonial,Mixte,M,11.9,Nord-Est,11234.2,10702.68,9484.96,10116.08,9510.74,,,53902.42,56215.14,50022.45,48697.87,51075.97,,,0.0,0.0,0.0,0.0,0.0,,,2655.53,2273.33,2521.37,2550.49,2510.14,,,1.0,1.0,1.0,1.0,1.0,,,11.0,12.0,12.0,12.0,15.0,,
B003749,2025-04,32,Cadre,Grand Public,Mixte,F,23.0,Centre,1998.84,1877.36,1868.75,1665.84,1865.4,1737.82,1705.17,7134.88,6949.38,6125.96,7203.64,7350.4,7568.58,7461.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.69,2184.34,2262.39,2287.26,2283.95,2245.88,2384.84,5.0,5.0,5.0,6.0,5.0,5.0,5.0,13.0,12.0,13.0,14.0,15.0,15.0,16.0
B003750,2025-03,40,Profession intermédiaire,Grand Public,Agence,F,21.3,Sud-Ouest,1434.35,1482.6,1382.57,1473.47,1468.98,1423.94,1549.41,4027.85,3888.27,3886.92,3747.38,3954.05,4018.54,4206.03,996.87,1115.35,901.94,897.93,1022.45,1019.84,1060.59,2188.7,2021.67,1861.41,2152.21,2083.69,2252.37,2139.3,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B003751,2025-01,45,Profession intermédiaire,Intermédiaire,Digital,M,24.3,Sud-Est,2153.29,2318.74,2485.76,2434.76,2566.78,2171.95,2247.18,6347.5,6530.97,5746.56,6118.02,6076.89,6627.99,6954.47,805.14,773.93,820.79,815.63,876.14,827.86,842.03,4441.37,4002.56,4073.49,4392.27,4475.95,4231.07,4451.37,7.0,6.0,6.0,6.0,7.0,7.0,6.0,22.0,24.0,21.0,22.0,24.0,29.0,27.0
B003752,2025-06,48,Retraité,Grand Public,Agence,F,8.5,Nord-Est,5035.54,5502.82,4960.48,4474.02,4582.93,4694.11,5088.52,13048.76,11927.52,12908.01,12295.89,11727.1,13660.3,14183.01,1954.06,1940.27,1920.49,2015.14,2081.59,2051.35,2009.94,5110.43,5417.65,4960.96,5799.56,5147.92,5413.54,5943.65,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0
B003753,2025-05,36,Cadre,Patrimonial,Digital,M,12.4,Île-de-France,9558.18,10019.08,9755.95,10173.7,10274.45,9666.43,10080.43,125452.15,134201.66,132062.99,141901.19,145881.36,141985.75,160110.41,6101.89,6079.59,7184.55,5952.82,6418.69,5825.56,6318.03,2348.66,2211.88,2360.07,1986.32,2295.3,2334.86,2274.4,4.0,4.0,4.0,4.0,4.0,5.0,4.0,17.0,17.0,17.0,18.0,19.0,19.0,22.0
B003754,2025-10,56,Profession intermédiaire,Patrimonial,Digital,F,25.5,Île-de-France,16154.65,16638.4,15746.84,16573.99,16575.37,,,13320.63,13335.17,12952.53,12969.5,13025.38,,,1070.3,1051.2,1062.34,1115.63,1041.28,,,2968.28,2708.8,2945.9,2867.51,2640.14,,,2.0,2.0,2.0,2.0,2.0,,,27.0,31.0,30.0,28.0,36.0,,
B003755,2025-05,38,Cadre,Intermédiaire,Mixte,F,8.4,Sud-Est,5976.08,5891.53,6049.38,5487.44,5532.78,6071.65,5222.47,4269.71,4977.33,,4593.41,4851.91,4939.13,5308.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210.37,3371.13,3328.39,3363.34,3186.44,3707.41,3377.27,6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,10.0,10.0,12.0,12.0,13.0,14.0
B003756,2025-04,35,Employé,Grand Public,Mixte,F,23.1,Nord-Ouest,5183.28,5070.6,5378.95,5719.74,5914.16,6180.93,5701.77,2097.31,1905.42,2164.86,2171.8,2230.81,2505.98,2445.06,595.15,607.56,675.5,695.73,612.51,650.0,608.81,2088.68,2257.08,2185.0,2193.29,2192.79,2386.26,2507.86,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,5.0,6.0,8.0,7.0,7.0
B003757,2025-03,38,Employé,Intermédiaire,Agence,F,21.8,Nord-Ouest,5147.38,5038.0,5750.05,5734.73,5392.65,4972.55,5055.31,28351.29,28043.13,30544.65,31096.26,30266.03,32946.62,32256.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.31,1499.17,1342.96,1317.23,1318.22,1374.47,1382.12,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
B003758,2025-03,58,Employé,Patrimonial,Digital,F,12.2,Île-de-France,18504.7,18434.89,18605.68,18782.45,18733.9,18145.99,18470.73,36593.6,30047.32,31821.81,35227.34,35585.41,36137.01,36184.52,7288.56,6928.12,7102.2,7469.04,7436.7,6551.02,6567.65,1215.24,1137.47,1191.5,1202.15,1149.78,1103.47,1154.34,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.0,24.0,22.0,24.0,27.0,31.0,28.0
B003759,2025-11,43,Sans activité,Grand Public,Digital,M,28.9,Sud-Est,2297.84,2318.3,2564.68,2730.7,2448.1,,,13191.56,12860.1,12457.55,12527.24,13595.02,,,620.12,651.73,655.04,628.5,637.4,,,1433.38,1440.77,1456.48,1403.86,1431.32,,,5.0,5.0,5.0,5.0,5.0,,,27.0,27.0,26.0,25.0,32.0,,
B003760,2025-02,37,Sans activité,Patrimonial,Mixte,F,22.3,Île-de-France,4185.37,4608.77,4103.31,4447.94,4641.85,4526.32,4411.7,18240.06,16893.28,,14490.0,17192.98,18525.4,17095.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3042.93,3115.54,3197.08,3158.75,3178.04,3227.9,3056.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0
B003761,2025-12,56,Retraité,Grand Public,Agence,M,5.9,Sud-Ouest,2039.32,2071.15,2331.51,2092.46,,,,15091.46,16070.28,15326.02,14636.44,,,,1877.54,2009.54,2069.27,1994.44,,,,1487.73,1630.03,1671.81,1694.44,,,,4.0,4.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,,,
B003762,2025-04,71,Retraité,Patrimonial,Agence,M,26.6,Nord-Ouest,16397.62,18032.24,16445.85,18957.02,17331.62,17637.75,18124.52,28784.37,27791.89,28633.34,31648.26,29410.87,31274.08,32266.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836.98,1846.98,1700.94,1825.67,1748.3,1765.06,1792.57,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
B003763,2025-01,48,Profession intermédiaire,Intermédiaire,Agence,F,12.2,Centre,7010.59,6748.78,7212.47,7390.37,6606.04,7043.28,6759.87,3150.22,2933.47,3030.39,3307.34,3238.05,3443.51,3466.18,4502.99,4426.11,5056.4,4260.68,4637.61,4330.81,4766.51,1718.33,1615.39,1591.65,1706.89,1639.44,1526.58,1605.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
B003764,2025-03,60,Employé,Grand Public,Mixte,M,15.5,Sud-Ouest,7619.94,7613.12,7974.82,7596.49,8045.4,6918.77,7041.54,20414.05,23390.54,21669.43,22087.57,23609.71,22781.15,23005.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5107.77,5285.37,5296.71,5036.1,4743.02,4929.74,5535.23,,4.0,4.0,4.0,4.0,4.0,4.0,14.0,13.0,15.0,14.0,15.0,15.0,16.0
B003765,2025-01,57,Profession intermédiaire,Grand Public,Agence,F,15.5,Île-de-France,1978.86,2088.43,1741.22,1779.34,1734.1,1801.12,1941.85,8239.71,8583.03,7699.03,8283.59,7945.29,9056.32,9519.65,11884.54,11795.81,10900.91,11677.6,11699.3,11734.98,11980.98,1112.79,1124.47,1154.47,1160.4,,1177.92,1168.04,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
B003766,2025-10,38,Retraité,Grand Public,Digital,F,17.5,Sud-Ouest,2413.23,2464.4,2631.82,2330.12,2527.53,,,5281.64,5140.46,5317.33,5240.19,5643.83,,,29646.81,32137.42,31557.52,34033.69,31433.98,,,1678.48,1711.09,1612.1,1853.34,1653.16,,,3.0,3.0,3.0,3.0,3.0,,,18.0,20.0,20.0,19.0,24.0,,
B003767,2025-06,45,Cadre,Grand Public,Agence,F,25.8,Île-de-France,1924.08,2067.94,2274.81,2172.18,2132.17,2012.49,1996.66,11406.84,9014.13,10148.52,10216.54,10727.16,9823.17,10513.14,1540.19,1333.82,1509.22,1482.01,1542.48,1390.78,1537.5,1519.71,1716.49,1615.31,1496.78,1539.69,1308.8,1477.48,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B003768,2025-04,30,Cadre,Patrimonial,Mixte,F,15.4,Sud-Ouest,22985.48,22224.64,24658.39,24865.04,22899.06,24739.44,25709.44,6074.38,5976.04,5879.1,6482.26,5540.21,6825.08,6942.66,28303.34,30167.44,26707.83,28137.66,28701.06,28350.33,28232.11,6444.48,6475.94,7232.43,7253.31,6379.9,7488.02,7620.31,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0
B003769,2025-09,43,Cadre,Grand Public,Digital,M,11.8,Nord-Ouest,2742.97,2896.38,3039.53,3062.83,2901.14,3177.01,,10474.83,11661.15,12540.57,12302.09,11439.17,11943.92,,1126.5,1104.75,1036.8,1131.22,1034.46,1037.38,,890.43,895.8,879.77,966.94,953.88,967.35,,5.0,5.0,5.0,5.0,5.0,4.0,,19.0,20.0,19.0,18.0,22.0,22.0,
B003770,2025-08,37,Employé,Patrimonial,Mixte,F,7.2,Sud-Est,11009.12,9983.98,11386.34,9977.92,11072.13,11027.1,,14811.68,15498.77,16008.38,14579.85,16614.73,16064.97,,1746.18,1625.91,1535.64,1519.35,1545.26,1725.42,,1739.09,1660.18,1806.89,1858.81,1704.33,1907.54,,5.0,6.0,6.0,5.0,7.0,6.0,,9.0,9.0,9.0,9.0,10.0,10.0,
B003771,2025-11,40,Ouvrier,Grand Public,Mixte,M,9.7,Nord-Est,2158.1,2268.65,2138.21,2051.01,2089.71,,,5699.04,5626.28,6049.63,5979.35,6569.07,,,0.0,0.0,0.0,0.0,0.0,,,2000.65,1808.95,2038.46,2035.33,1858.84,,,2.0,2.0,2.0,2.0,2.0,,,3.0,3.0,3.0,3.0,3.0,,
B003772,2025-12,36,Cadre,Intermédiaire,Digital,F,21.5,Nord-Est,3024.57,3054.82,3041.68,3133.64,,,,38688.75,36226.37,38304.3,39427.13,,,,13648.52,14352.0,12750.43,11996.01,,,,1942.31,2142.7,2380.1,2352.59,,,,1.0,1.0,1.0,1.0,,,,22.0,23.0,25.0,22.0,,,
B003773,2025-09,42,Employé,Patrimonial,Digital,F,23.9,Centre,3239.25,3090.76,3251.05,3436.84,3321.39,3272.05,,59329.52,59090.76,50055.89,62299.25,60417.28,56972.68,,1764.96,1798.48,1703.19,1653.62,1704.46,1669.72,,5258.81,4890.07,5234.93,4721.62,4427.96,4941.69,,5.0,5.0,5.0,5.0,5.0,5.0,,14.0,14.0,16.0,14.0,16.0,16.0,
B003774,2025-10,51,Profession intermédiaire,Intermédiaire,Mixte,M,10.3,Nord-Est,1576.87,1780.2,1798.99,1842.98,1810.48,,,10968.25,13045.76,11671.84,12661.87,12932.96,,,37922.41,43653.15,40401.3,42117.65,42822.36,,,3615.27,3588.94,3519.32,3615.74,3535.92,,,3.0,3.0,3.0,3.0,3.0,,,9.0,10.0,11.0,10.0,11.0,,
B003775,2025-10,44,Retraité,Patrimonial,Agence,F,19.4,Nord-Ouest,10038.61,10680.75,11362.6,11009.8,11481.62,,,28742.95,28470.03,27832.14,27893.23,29159.4,,,0.0,0.0,0.0,0.0,0.0,,,1837.7,1842.25,1805.24,2025.19,1972.91,,,6.0,6.0,5.0,6.0,6.0,,,2.0,2.0,2.0,2.0,2.0,,
B003776,2025-06,23,Cadre,Patrimonial,Mixte,F,9.2,Sud-Ouest,7928.26,7252.34,7338.28,7004.43,7039.76,7489.26,7395.02,1735.47,1770.36,1951.51,1784.5,1811.51,1915.28,2002.14,3055.77,3110.18,3205.1,3085.23,3323.68,3320.28,3249.56,2609.16,3030.64,3070.55,3084.74,2867.2,2854.18,2993.89,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,,9.0,9.0,10.0,11.0,10.0
B003777,2025-09,36,Cadre,Intermédiaire,Digital,M,4.1,Sud-Est,4244.81,4462.3,4261.87,3899.94,4346.07,4313.6,,5077.28,5311.36,5264.6,5228.11,5969.37,5924.48,,0.0,0.0,0.0,0.0,0.0,0.0,,1782.86,1717.83,2022.0,1938.15,1870.44,2030.36,,5.0,5.0,5.0,4.0,5.0,6.0,,24.0,,25.0,24.0,25.0,28.0,
B003778,2025-01,27,Employé,Intermédiaire,Mixte,F,5.3,Île-de-France,6093.74,6270.75,6549.02,6792.56,6391.91,6161.11,6259.43,12126.62,12401.32,12900.73,12660.07,13750.01,14296.29,14306.21,14631.0,15486.17,16659.14,14585.55,16357.06,15487.8,16055.72,1549.85,1753.38,1485.91,1710.03,1736.13,1712.19,1717.52,3.0,3.0,3.0,3.0,3.0,4.0,4.0,7.0,6.0,7.0,6.0,8.0,8.0,9.0
B003779,2025-10,48,Employé,Grand Public,Digital,M,22.5,Nord-Ouest,2355.76,2419.82,2605.85,2530.94,2621.84,,,3520.82,3746.66,3685.77,3560.61,3831.23,,,99.86,112.56,102.98,99.26,104.7,,,3345.15,3252.84,3419.23,3184.88,3196.89,,,3.0,3.0,3.0,3.0,3.0,,,15.0,,15.0,14.0,19.0,,
B003780,2025-12,51,Retraité,Grand Public,Digital,F,4.2,Sud-Ouest,1917.35,1921.94,1859.78,1942.84,,,,2166.23,2298.61,2195.95,2301.7,,,,10280.71,8768.22,10300.68,9676.74,,,,2203.69,2233.52,2051.01,2225.68,,,,1.0,1.0,1.0,1.0,,,,25.0,26.0,26.0,29.0,,,
B003781,2025-01,48,Employé,Grand Public,Digital,F,18.5,Nord-Ouest,2085.01,2033.22,2162.03,1941.57,1977.65,2012.05,1927.03,13421.97,13244.7,12080.79,13659.59,13737.81,16093.16,14103.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4481.92,4575.82,4513.51,3915.48,4322.85,4368.14,4713.9,1.0,1.0,1.0,1.0,1.0,1.0,2.0,24.0,25.0,24.0,26.0,29.0,28.0,30.0
B003782,2025-10,36,Sans activité,Intermédiaire,Mixte,M,14.7,Sud-Est,4305.81,4698.7,4461.31,4510.96,4491.5,,,43413.6,47741.84,43327.08,48577.08,48115.75,,,0.0,0.0,0.0,0.0,0.0,,,2643.89,2633.36,3001.11,2916.67,2694.0,,,3.0,3.0,3.0,3.0,4.0,,,8.0,8.0,8.0,9.0,9.0,,
