ID_CLIENT,MOIS_RDV,AGE,CSP,SEGMENT_MARCHE,SEGMENT_COMPORTEMENTAL,SEXE,ANCIENNETE_ANNEES,REGION,ENCOURS_DAV_M6,ENCOURS_DAV_M3,ENCOURS_DAV_M1,ENCOURS_DAV_M,ENCOURS_DAV_P1,ENCOURS_DAV_P3,ENCOURS_DAV_P6,ENCOURS_EPARGNE_M6,ENCOURS_EPARGNE_M3,ENCOURS_EPARGNE_M1,ENCOURS_EPARGNE_M,ENCOURS_EPARGNE_P1,ENCOURS_EPARGNE_P3,ENCOURS_EPARGNE_P6,ENCOURS_CREDIT_M6,ENCOURS_CREDIT_M3,ENCOURS_CREDIT_M1,ENCOURS_CREDIT_M,ENCOURS_CREDIT_P1,ENCOURS_CREDIT_P3,ENCOURS_CREDIT_P6,FLUX_ENTRANTS_M6,FLUX_ENTRANTS_M3,FLUX_ENTRANTS_M1,FLUX_ENTRANTS_M,FLUX_ENTRANTS_P1,FLUX_ENTRANTS_P3,FLUX_ENTRANTS_P6,NB_PRODUITS_M6,NB_PRODUITS_M3,NB_PRODUITS_M1,NB_PRODUITS_M,NB_PRODUITS_P1,NB_PRODUITS_P3,NB_PRODUITS_P6,NB_CONNEXIONS_DIGITALES_M6,NB_CONNEXIONS_DIGITALES_M3,NB_CONNEXIONS_DIGITALES_M1,NB_CONNEXIONS_DIGITALES_M,NB_CONNEXIONS_DIGITALES_P1,NB_CONNEXIONS_DIGITALES_P3,NB_CONNEXIONS_DIGITALES_P6
T008489,2025-09,58,Employé,Grand Public,Digital,F,11.9,Centre,3430.7,3462.41,3285.08,3434.77,,3518.56,,,10068.37,10158.87,9063.28,9514.37,10062.9,,13383.9,14657.79,13592.44,15425.13,15962.53,14858.2,,4567.08,5441.24,4726.24,4530.89,5101.72,4593.09,,4.0,4.0,4.0,4.0,4.0,4.0,,30.0,29.0,28.0,28.0,29.0,29.0,
T008490,2025-05,60,Sans activité,Grand Public,Agence,F,25.1,Nord-Est,888.97,899.0,916.73,969.39,937.8,939.36,1011.94,10496.04,10412.22,11315.9,11152.25,11037.8,10524.05,11861.12,34720.21,34595.63,36618.46,39153.6,35072.03,39425.38,39234.24,1660.35,1814.91,1632.82,1651.69,1762.17,1713.08,1739.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T008491,2025-05,18,Retraité,Grand Public,Digital,M,8.2,Île-de-France,2937.84,2628.05,2551.34,2804.61,2787.42,2483.81,2327.75,55650.07,52460.96,54227.15,52258.46,55520.81,55938.89,50000.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.03,881.98,859.67,840.05,907.03,845.21,888.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,24.0,29.0,26.0,24.0,25.0,24.0,25.0
T008492,2025-10,36,Employé,Grand Public,Agence,M,15.8,Centre,2692.01,2558.69,2657.76,2493.06,2704.77,,,9300.52,9911.71,10231.84,10498.78,9602.54,,,0.0,0.0,0.0,0.0,0.0,,,1364.48,1432.64,1346.84,1366.45,1373.57,,,3.0,3.0,3.0,3.0,3.0,,,2.0,2.0,2.0,2.0,2.0,,
T008493,2025-11,28,Ouvrier,Grand Public,Mixte,M,13.3,Sud-Ouest,1583.63,1642.93,1728.51,1748.42,1631.27,,,11916.93,11139.92,11175.02,12282.16,11180.43,,,95.35,113.11,112.94,114.61,108.25,,,1331.31,1466.54,1270.78,1379.93,1327.06,,,7.0,7.0,7.0,7.0,7.0,,,6.0,6.0,5.0,6.0,6.0,,
T008494,2025-07,45,Employé,Grand Public,Digital,F,7.8,Nord-Est,763.33,787.16,861.52,822.79,741.71,828.49,,11056.25,12384.92,11407.67,12133.38,12741.24,12021.86,,0.0,0.0,0.0,0.0,0.0,0.0,,4001.42,4640.09,3968.84,4250.48,4135.51,4799.42,,4.0,4.0,4.0,4.0,4.0,4.0,,21.0,22.0,22.0,22.0,20.0,22.0,
T008495,2025-03,68,Retraité,Grand Public,Mixte,F,18.4,Centre,2115.18,2238.15,2125.48,2204.95,2274.51,2187.02,2413.98,7200.16,7059.08,6806.71,7331.59,7525.63,6514.08,7311.71,399.77,440.22,414.88,406.25,436.15,386.15,446.12,2702.43,2664.3,2774.86,2883.33,2719.67,3185.51,3007.51,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
T008496,2025-02,64,Sans activité,Patrimonial,Agence,F,14.0,Sud-Est,13474.65,13596.23,14560.85,16060.35,15273.16,15782.08,15525.37,27670.64,29766.04,27461.0,30606.01,29593.6,31007.29,31147.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.81,1596.2,1732.07,1775.95,1744.53,1759.24,1813.99,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T008497,2025-09,36,Retraité,Grand Public,Digital,F,4.6,Nord-Ouest,3713.32,3737.35,4015.0,3739.71,3944.25,3932.62,,2860.56,2924.81,3008.81,2789.62,2886.8,3124.47,,0.0,0.0,0.0,0.0,0.0,0.0,,1515.35,1620.08,1661.02,1657.69,1633.51,1659.12,,2.0,2.0,2.0,2.0,2.0,2.0,,30.0,28.0,29.0,29.0,29.0,28.0,
T008498,2025-03,65,Retraité,Intermédiaire,Agence,F,31.0,Centre,8905.49,8268.25,7884.18,8495.52,8426.63,8501.95,8788.56,84609.57,85939.67,75863.24,82514.6,84129.09,83406.0,79456.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994.05,2844.95,2651.14,2575.46,2501.85,2834.64,2801.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T008499,2025-11,55,Sans activité,Intermédiaire,Mixte,F,16.6,Sud-Ouest,4832.63,5242.16,5188.58,5222.12,5727.11,,,17950.95,18426.08,18559.12,20183.29,,,,314.9,339.34,323.42,353.49,346.86,,,4511.91,4519.93,4794.82,4668.65,4822.32,,,5.0,6.0,6.0,6.0,7.0,,,9.0,10.0,10.0,9.0,10.0,,
T008500,2025-01,48,Employé,Intermédiaire,Agence,F,9.5,Centre,1540.55,1629.96,1598.35,1578.35,1616.6,1600.19,1601.92,4281.64,4868.99,4752.26,4234.49,4636.9,4373.51,4770.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.07,2146.21,2095.8,1879.91,2109.13,2230.96,2152.64,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T008501,2025-06,64,Ouvrier,Grand Public,Mixte,F,8.6,Nord-Ouest,2548.34,2785.09,2562.06,2685.56,2726.97,2427.54,2573.09,27193.57,28686.19,27950.53,28488.7,30069.84,27937.55,27792.74,574.84,586.63,561.15,588.87,563.52,524.48,559.78,2107.07,1970.75,1971.02,1765.62,1857.04,1809.82,2011.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
T008502,2025-02,58,Ouvrier,Grand Public,Mixte,F,22.5,Sud-Est,3166.96,3384.11,2866.33,3434.07,3403.15,3502.59,3471.69,13876.55,,12983.95,13077.04,13395.57,13628.15,14117.08,2130.74,2218.82,2249.63,2409.92,2127.61,2234.92,2476.04,2794.87,2686.18,2754.92,3165.57,2929.7,2898.1,3276.55,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,15.0,14.0,13.0,15.0,16.0,14.0
T008503,2025-11,50,Profession intermédiaire,Patrimonial,Mixte,M,7.5,Nord-Ouest,6877.21,6932.59,6958.69,6844.31,6765.76,,,21464.71,23595.94,20202.17,20622.19,20972.77,,,0.0,0.0,0.0,0.0,0.0,,,2767.97,3026.58,2783.39,3081.77,2901.3,,,3.0,3.0,3.0,3.0,3.0,,,8.0,8.0,8.0,8.0,8.0,,
T008504,2025-04,71,Ouvrier,Grand Public,Mixte,M,17.4,Nord-Est,1775.75,1789.35,1762.18,1642.75,1817.27,1955.08,2080.19,13424.14,12817.4,13716.85,13376.1,13087.38,12259.48,14726.45,1849.25,1919.58,1864.51,1853.03,1831.81,2097.12,2258.22,1276.1,1159.83,1245.5,1264.81,1279.54,1327.33,1300.19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,11.0,11.0,10.0,11.0,11.0,12.0
T008505,2025-02,58,Profession intermédiaire,Grand Public,Mixte,F,15.2,Sud-Est,11242.0,11009.14,12302.81,10299.56,11503.05,11435.05,10818.52,11285.0,,10044.79,9980.13,10274.6,11084.62,10885.28,347.88,394.86,352.62,352.63,357.34,386.07,316.52,2134.58,1950.44,2124.53,2063.68,2238.82,1979.98,1880.58,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,12.0,12.0,13.0,11.0,12.0,11.0
T008506,2025-02,66,Retraité,Intermédiaire,Digital,F,16.7,Île-de-France,5021.53,5118.69,5056.45,5134.03,5366.32,5499.09,5368.29,12119.19,11855.94,11887.82,11164.65,11506.42,12207.93,12414.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3117.16,2870.05,3181.17,3174.13,3249.2,3351.43,3215.38,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,21.0,20.0,21.0,22.0,22.0,22.0
T008507,2025-01,69,Employé,Grand Public,Agence,F,16.2,Sud-Ouest,5901.36,5865.64,6153.47,5900.11,5838.81,6291.33,6296.94,7484.86,8323.95,7806.42,8182.14,7541.52,8237.35,8181.94,97.79,94.85,101.02,103.93,105.6,115.61,124.83,1180.76,1286.49,1296.2,1301.05,1464.76,1374.34,1253.21,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T008508,2025-05,28,Cadre,Grand Public,Digital,M,13.7,Centre,326.76,300.13,328.83,314.87,348.07,323.01,346.68,15811.57,17020.51,18038.0,17827.81,15891.38,15985.03,18577.62,7078.31,6953.57,7364.58,7669.29,6813.31,7210.16,7161.74,661.17,651.07,594.6,665.52,601.53,660.68,639.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,28.0,29.0,32.0,30.0,32.0,31.0
T008509,2025-04,43,Employé,Grand Public,Digital,M,17.5,Nord-Ouest,4658.82,4386.93,4244.84,4214.1,4779.73,4544.6,4397.14,5906.89,7002.62,6169.38,6850.54,6326.6,7023.42,6341.41,799.28,836.89,913.21,897.76,826.19,922.93,871.41,1745.79,1941.42,1874.2,1749.59,1666.89,1928.1,1924.77,7.0,8.0,7.0,7.0,7.0,7.0,7.0,10.0,11.0,10.0,10.0,9.0,10.0,10.0
T008510,2025-10,22,Profession intermédiaire,Intermédiaire,Mixte,M,5.3,Centre,4320.11,4410.2,4279.4,4597.56,4016.84,,,770.23,825.27,879.58,853.06,786.23,,,0.0,0.0,0.0,0.0,0.0,,,3641.01,3506.22,3450.01,3813.99,3671.2,,,8.0,7.0,8.0,8.0,8.0,,,3.0,3.0,3.0,3.0,3.0,,
T008511,2025-10,58,Retraité,Grand Public,Mixte,F,7.7,Sud-Ouest,2632.45,2442.02,2891.34,2823.51,2691.95,,,4832.12,5004.73,5333.65,4987.97,5469.48,,,0.0,0.0,0.0,0.0,0.0,,,1164.91,1211.11,1208.17,1265.99,1227.48,,,3.0,3.0,3.0,3.0,3.0,,,9.0,10.0,9.0,10.0,10.0,,
T008512,2025-05,36,Retraité,Grand Public,Agence,M,7.0,Sud-Ouest,609.94,624.83,600.25,612.3,641.46,590.5,592.27,13243.9,11824.93,12042.7,12315.0,13339.92,12951.28,12362.15,7502.0,8178.48,8746.91,8442.16,8839.89,8724.97,8521.9,802.67,821.4,831.38,916.35,828.1,825.39,872.51,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
T008513,2025-11,41,Employé,Grand Public,Digital,F,12.9,Nord-Ouest,1647.6,1672.7,1706.89,1676.19,1651.66,,,6498.66,5885.21,6907.39,6995.49,6631.53,,,17413.05,18360.35,16675.88,20147.69,18656.79,,,2047.37,2066.63,2099.07,2222.42,2254.72,,,3.0,3.0,3.0,3.0,3.0,,,21.0,21.0,21.0,23.0,21.0,,
T008514,2025-05,58,Profession intermédiaire,Grand Public,Agence,F,5.8,Sud-Est,1015.49,1111.6,989.32,1006.8,1080.94,1009.37,1065.45,31575.18,30014.31,30595.03,31848.76,27175.19,31011.31,33885.42,92.04,86.01,92.19,88.88,100.69,89.98,95.21,2081.25,1920.72,2222.19,2265.54,2183.73,1929.6,2090.18,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T008515,2025-09,49,Retraité,Intermédiaire,Mixte,F,4.1,Sud-Est,1903.23,1745.18,1958.27,2011.27,1897.06,1906.32,,179603.23,168728.82,169233.78,176615.6,,190000.35,,4986.57,4511.52,4651.55,5171.34,4636.9,4995.26,,1221.87,,1182.86,1264.88,1317.59,1108.29,,2.0,2.0,2.0,2.0,2.0,2.0,,9.0,9.0,9.0,9.0,9.0,9.0,
T008516,2025-05,51,Employé,Grand Public,Agence,M,16.0,Nord-Ouest,8298.96,8888.87,8790.34,8639.82,8762.83,8659.1,9795.36,3860.12,4024.46,4099.81,3787.06,4410.28,3910.61,4738.08,1759.48,1908.28,1850.38,1981.33,2089.05,1961.36,2236.03,1025.87,922.81,976.31,1005.62,970.47,1164.44,1028.94,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T008517,2025-04,60,Cadre,Grand Public,Digital,F,20.1,Nord-Ouest,2729.16,2767.39,2592.02,2772.48,2778.01,2781.83,2827.79,10286.77,10680.85,10476.83,9952.51,10302.3,11375.33,9541.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3287.91,3055.03,3111.92,2881.91,,2946.84,3197.87,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,19.0,20.0,19.0,19.0,20.0,19.0
T008518,2025-08,30,Ouvrier,Grand Public,Agence,M,18.6,Sud-Ouest,4224.72,4452.74,4344.17,4483.04,4217.2,4304.53,,57614.92,54728.04,58493.35,54325.08,59262.82,60382.18,,499.4,486.98,482.86,452.06,445.65,526.08,,4630.07,4384.82,4506.79,4426.01,4695.9,4089.34,,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,
T008519,2025-03,75,Ouvrier,Grand Public,Agence,M,6.1,Sud-Est,2172.01,2137.81,2232.91,2320.24,2508.6,2265.53,2429.98,3401.17,3353.03,3288.54,3497.23,3303.49,3529.28,3301.41,228.49,236.73,240.14,207.95,201.97,226.92,231.17,1672.41,1648.78,1671.93,1671.25,1709.75,1854.54,1585.99,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
T008520,2025-07,40,Retraité,Intermédiaire,Mixte,F,9.2,Sud-Ouest,2259.83,2323.27,2391.62,2319.79,2369.12,2488.23,,43494.38,43199.85,45061.32,41637.94,46740.78,47121.57,,24420.21,20824.56,22353.98,23060.82,23773.97,22180.36,,2478.63,2526.93,2911.59,2418.91,2704.28,2650.96,,2.0,2.0,2.0,2.0,2.0,2.0,,10.0,10.0,9.0,10.0,10.0,10.0,
T008521,2025-06,52,Cadre,Grand Public,Mixte,M,21.7,Nord-Est,2794.07,2730.98,2877.55,2647.15,3030.23,2916.24,2752.43,5064.25,4643.31,4760.04,4572.68,4923.93,4754.81,4635.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.11,1524.99,1759.33,1695.97,1525.87,1583.72,1573.92,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.0,13.0,13.0,13.0,13.0,14.0,13.0
T008522,2025-06,60,Retraité,Grand Public,Mixte,F,15.5,Sud-Ouest,4873.47,4212.52,4590.68,4516.98,4728.42,4256.01,4487.21,20849.75,23764.98,21192.61,23094.36,21400.84,21623.57,20085.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2559.26,2663.03,2609.77,2598.98,2628.4,2677.07,2603.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,13.0,12.0,12.0,13.0,13.0,12.0
T008523,2025-03,44,Employé,Intermédiaire,Agence,M,7.2,Nord-Est,6383.24,6651.62,6448.85,5925.98,6506.3,6095.24,6502.11,53664.4,51854.01,54608.45,56930.49,55180.86,51627.66,54766.66,430.44,407.36,424.52,406.67,395.73,422.59,396.34,2135.57,2212.87,2097.52,2211.69,2287.6,2378.84,2130.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T008524,2025-10,82,Cadre,Grand Public,Mixte,M,3.3,Nord-Ouest,3196.86,3283.55,3438.31,3509.28,3784.99,,,25028.02,27169.52,24294.98,27820.64,26891.2,,,3469.18,3886.13,3567.11,3745.45,3603.51,,,888.66,,1029.37,1049.52,982.77,,,3.0,3.0,3.0,3.0,3.0,,,9.0,10.0,10.0,9.0,10.0,,
T008525,2025-04,46,Employé,Intermédiaire,Digital,F,11.0,Sud-Ouest,2150.25,2290.18,2447.19,2244.57,2016.7,2389.49,2479.38,8692.45,9282.46,7848.03,7898.7,8559.49,7645.45,8576.98,3140.87,3443.64,3415.15,3279.24,3358.44,3574.16,3479.07,1808.29,1887.79,2001.38,1883.45,1855.84,1819.47,1848.55,5.0,5.0,5.0,6.0,5.0,5.0,5.0,16.0,14.0,16.0,16.0,15.0,16.0,15.0
T008526,2025-11,37,Retraité,Grand Public,Mixte,F,18.9,Sud-Est,3999.68,3830.26,3542.06,3473.97,3795.04,,,1748.35,1673.72,1597.18,1619.54,1805.63,,,0.0,0.0,0.0,0.0,0.0,,,2334.03,2238.07,2043.5,2161.11,2133.16,,,3.0,3.0,3.0,3.0,3.0,,,12.0,12.0,12.0,12.0,13.0,,
T008527,2025-05,35,Employé,Grand Public,Mixte,M,13.7,Sud-Ouest,393.84,414.41,480.99,466.44,491.77,499.96,488.83,8801.74,8370.83,10590.64,9853.44,9823.83,10113.07,9963.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.58,3269.07,3319.2,3263.65,3944.88,3960.06,4091.57,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
T008528,2025-02,59,Retraité,Intermédiaire,Digital,F,13.6,Nord-Ouest,11730.33,11143.87,10091.4,10884.1,10873.05,11003.02,10670.5,4441.44,5044.25,4206.94,5330.31,4705.3,4715.62,4259.26,2526.44,2654.18,2638.94,2647.64,2567.22,2504.81,2831.96,1421.1,1530.72,1561.62,1415.0,1581.51,1374.21,1478.72,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,22.0,21.0,19.0,19.0
T008529,2025-01,84,Retraité,Patrimonial,Mixte,M,11.4,Sud-Est,20082.09,19774.45,18821.31,21209.94,20517.89,20036.64,22195.84,63417.6,62244.65,67565.18,63785.77,65406.1,69414.28,68297.08,7170.36,7428.83,7216.53,8004.77,7709.5,7766.91,8152.54,3422.96,3422.15,3374.35,3377.52,3448.7,3849.61,3458.65,6.0,6.0,6.0,6.0,6.0,6.0,7.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0
T008530,2025-05,66,Ouvrier,Grand Public,Mixte,M,10.4,Centre,1858.81,1990.93,1991.04,1969.03,1988.84,2136.52,2063.57,34696.3,42188.6,37398.11,39035.02,38855.94,38379.76,40196.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.18,1174.55,1146.71,1315.16,1217.13,1176.44,1191.91,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T008531,2025-01,52,Employé,Grand Public,Mixte,M,9.9,Centre,3313.27,3738.83,3482.52,3698.61,3448.81,3294.72,3443.84,35062.35,30462.95,34214.21,37356.35,36437.14,37333.51,34749.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.5,365.5,386.51,398.03,372.88,383.24,407.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,12.0,11.0,12.0,11.0,11.0
T008532,2025-05,64,Retraité,Patrimonial,Agence,F,9.7,Nord-Ouest,6573.25,6654.89,6891.5,6332.11,6607.54,6468.7,6108.85,51918.09,44003.15,45251.89,48277.06,50116.47,46261.55,45230.41,34.73,36.52,34.05,39.86,35.95,31.92,34.1,3374.93,3155.0,3148.25,3377.42,3286.46,3185.48,3140.86,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0
T008533,2025-05,55,Profession intermédiaire,Intermédiaire,Agence,M,10.7,Sud-Est,5145.92,5126.29,4833.01,5070.55,5240.8,4943.48,5094.41,14360.66,14225.53,14297.6,14378.84,15239.29,15128.93,14955.14,6965.5,6897.48,6926.72,7109.69,6879.37,6960.49,6423.8,1697.57,1546.04,1717.83,1815.43,1821.68,1691.16,1718.09,5.0,6.0,6.0,6.0,6.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
T008534,2025-03,31,Retraité,Grand Public,Digital,M,8.8,Île-de-France,1730.73,1750.52,1820.69,1952.4,1833.07,1936.74,2131.78,12978.66,10605.08,12741.53,12211.33,13101.01,13270.69,12739.91,1714.19,1655.81,1770.35,1704.52,1688.85,1891.67,1552.34,2697.82,2697.69,2811.2,2888.96,2799.98,2654.06,2704.18,7.0,8.0,8.0,8.0,8.0,7.0,8.0,31.0,29.0,31.0,33.0,29.0,30.0,29.0
T008535,2025-02,45,Profession intermédiaire,Grand Public,Digital,M,10.5,Île-de-France,2634.53,2691.42,2627.61,2729.21,2737.98,3049.06,2677.94,3230.24,2837.97,3295.05,3468.98,3142.38,3140.54,3218.71,2073.43,2172.16,2128.35,2311.13,2238.17,2209.81,2217.12,3025.17,2872.68,3199.66,2860.1,3102.26,3187.91,3085.74,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.0,24.0,23.0,25.0,25.0,24.0,25.0
T008536,2025-05,48,Sans activité,Grand Public,Mixte,F,27.1,Centre,1031.96,1103.97,1098.91,1035.79,1025.72,1065.17,1058.99,22603.72,23201.98,22217.85,23905.74,21204.14,21147.61,21080.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.21,1717.77,1829.46,1932.78,,1849.9,1743.58,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,11.0,11.0,11.0,12.0,10.0,11.0
T008537,2025-06,65,Profession intermédiaire,Intermédiaire,Mixte,F,12.4,Île-de-France,10385.29,11288.95,11134.0,10923.42,11017.16,10555.33,10198.13,27296.64,28281.59,28283.72,25566.98,26992.22,27023.97,26598.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.19,1755.99,1707.84,1700.33,1780.55,1885.55,1630.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0
T008538,2025-08,59,Ouvrier,Intermédiaire,Digital,M,17.8,Sud-Ouest,3408.42,3797.68,3383.7,3515.73,3621.2,3171.32,,39646.24,46092.47,40679.26,35125.41,44253.72,47273.67,,19599.98,21247.73,23486.19,20352.03,20206.48,21491.46,,3274.25,3079.15,3098.76,2820.28,2857.53,2848.86,,4.0,4.0,4.0,4.0,4.0,4.0,,22.0,22.0,24.0,23.0,21.0,24.0,
T008539,2025-08,42,Cadre,Patrimonial,Digital,M,16.4,Île-de-France,34519.64,40276.21,38227.35,37637.45,39718.44,36663.73,,54639.04,51893.16,56067.82,51893.88,57202.79,54714.34,,2635.95,2697.39,2646.4,2583.67,2721.22,2686.03,,2580.09,2793.2,2508.56,2898.55,2696.55,2830.43,,4.0,4.0,4.0,4.0,4.0,4.0,,18.0,21.0,20.0,19.0,20.0,22.0,
T008540,2025-08,63,Employé,Grand Public,Agence,M,19.9,Nord-Est,2686.31,2715.74,2904.44,2783.17,3051.8,2769.24,,3030.26,3288.51,3305.08,3166.65,3262.17,3316.37,,0.0,0.0,0.0,0.0,0.0,0.0,,2050.34,2075.07,1998.2,1970.27,2069.07,2127.17,,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,2.0,2.0,2.0,2.0,2.0,
T008541,2025-02,53,Cadre,Intermédiaire,Mixte,F,10.8,Île-de-France,1441.54,1173.97,1288.64,1169.64,1230.53,1340.39,1317.71,22832.02,21149.34,22789.62,21784.19,25138.97,22974.72,23937.45,3302.24,3177.57,3179.57,3231.64,3129.29,3041.03,3456.71,4454.31,4131.91,4192.91,4254.95,4414.12,4220.64,4486.78,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0
T008542,2025-01,24,Profession intermédiaire,Intermédiaire,Mixte,M,9.7,Centre,3741.6,4423.77,3897.98,4103.75,4178.81,3809.51,4443.01,7700.75,7577.18,7871.63,7749.05,7360.69,7559.18,7832.27,4431.18,4364.91,4670.55,4652.04,4472.84,4132.81,4417.83,2955.03,2871.09,2754.42,2590.8,2505.79,2890.38,2903.84,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
T008543,2025-07,62,Sans activité,Intermédiaire,Mixte,F,9.6,Sud-Ouest,12140.39,13285.58,13066.94,11774.1,13250.51,14232.03,,38840.89,42717.09,42316.82,41012.54,42204.15,44447.39,,0.0,0.0,0.0,0.0,0.0,0.0,,3209.74,3210.36,3350.64,3449.44,3271.71,3618.78,,6.0,6.0,6.0,6.0,6.0,6.0,,10.0,10.0,9.0,10.0,10.0,11.0,
T008544,2025-02,45,Cadre,Grand Public,Agence,F,13.0,Nord-Est,929.06,942.55,847.39,875.18,823.11,879.84,806.58,1255.66,1207.36,1207.29,1230.56,1270.42,1194.93,1166.78,16527.99,18011.58,15720.93,16889.14,15671.4,15802.89,16189.4,2307.52,2208.57,2589.89,2282.99,2435.94,2276.26,2337.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T008545,2025-04,70,Employé,Grand Public,Digital,F,10.7,Sud-Est,4516.65,4813.4,5009.96,4847.7,5396.48,4747.69,4934.72,7260.04,6586.86,6965.09,7201.53,6939.48,7263.98,7270.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.1,2949.6,2861.85,3238.4,3477.8,3041.51,3186.13,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,19.0,21.0,21.0,22.0,23.0,21.0
T008546,2025-09,60,Cadre,Grand Public,Agence,M,4.2,Île-de-France,4197.6,4329.16,4336.96,4126.23,4112.69,4288.87,,7846.95,7302.06,7882.94,6879.12,7474.03,7160.38,,0.0,0.0,0.0,0.0,0.0,0.0,,4526.31,4689.89,4031.33,4703.61,4288.5,4620.31,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,
T008547,2025-05,66,Employé,Intermédiaire,Digital,M,28.7,Centre,3355.02,3458.24,3528.64,3784.44,3547.54,3425.02,3575.65,24734.46,21639.71,24208.24,23482.87,23711.51,23422.41,24125.73,15653.38,14385.94,16776.86,17493.91,16116.2,16420.93,15655.8,3815.33,3891.9,3910.19,3862.34,4006.83,4309.67,4198.78,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,20.0,21.0,21.0,21.0,21.0,22.0
T008548,2025-04,38,Employé,Intermédiaire,Digital,F,12.0,Nord-Est,6104.43,6201.76,5339.45,5539.63,6327.37,5786.33,5540.8,16138.59,16924.21,15361.9,15985.77,16136.97,16403.65,14841.24,6377.01,6206.87,6047.57,6353.3,6626.66,6503.41,6658.64,3193.48,2991.24,2828.54,2967.23,3110.88,3165.83,2756.55,5.0,5.0,4.0,5.0,5.0,5.0,5.0,25.0,25.0,26.0,25.0,25.0,26.0,20.0
